time	V(0.368vcc)	V(50mv)	V(outa)	V(outb)	V(rc)	V(sig)	I(Vcc)
5.343401280330836e-003	7.918905e-002	5.014741e-002	1.928926e-007	1.947243e-007	2.925873e-005	7.667729e-003	-6.181293e-005
7.977219618024530e-003	7.918895e-002	5.014741e-002	1.928889e-007	1.945971e-007	2.726762e-005	1.087645e-002	-6.181293e-005
1.061103795571822e-002	7.918889e-002	5.014741e-002	1.928854e-007	1.944780e-007	2.540618e-005	1.392554e-002	-6.181293e-005
1.324485629341192e-002	7.918887e-002	5.014741e-002	1.928820e-007	1.943668e-007	2.367443e-005	1.681501e-002	-6.181293e-005
1.587867463110561e-002	7.918890e-002	5.014741e-002	1.928789e-007	1.942637e-007	2.207236e-005	1.954485e-002	-6.181293e-005
1.851249296879930e-002	7.918897e-002	5.014741e-002	1.928760e-007	1.941685e-007	2.059996e-005	2.211508e-002	-6.181293e-005
2.311628761165644e-002	7.918897e-002	5.014741e-002	1.928713e-007	1.940204e-007	1.829441e-005	2.625584e-002	-6.181293e-005
2.772008225451358e-002	7.918897e-002	5.014741e-002	1.928670e-007	1.938854e-007	1.619376e-005	3.009958e-002	-6.181293e-005
3.232387689737074e-002	7.918897e-002	5.014741e-002	1.928630e-007	1.937636e-007	1.429801e-005	3.364630e-002	-6.181293e-005
3.692767154022787e-002	7.918897e-002	5.014741e-002	1.928594e-007	1.936550e-007	1.260716e-005	3.689601e-002	-6.181293e-005
4.153146618308502e-002	7.918897e-002	5.014741e-002	1.928562e-007	1.935595e-007	1.112121e-005	3.984869e-002	-6.181293e-005
4.613526082594217e-002	7.918897e-002	5.014741e-002	1.928533e-007	1.934772e-007	9.840156e-006	4.250436e-002	-6.181293e-005
5.073905546879930e-002	7.918897e-002	5.014741e-002	1.928507e-007	1.934080e-007	8.764003e-006	4.486300e-002	-6.181293e-005
5.316802905497262e-002	7.918899e-002	5.014745e-002	1.928533e-007	1.933773e-007	8.223857e-006	4.604829e-002	-6.181293e-005
5.559700264114595e-002	7.918900e-002	5.014747e-002	1.928547e-007	1.933471e-007	7.712832e-006	4.718357e-002	-6.181293e-005
5.802597622731928e-002	7.918901e-002	5.014749e-002	1.928548e-007	1.933174e-007	7.230928e-006	4.826884e-002	-6.181293e-005
6.045494981349261e-002	7.918901e-002	5.014749e-002	1.928537e-007	1.932882e-007	6.778147e-006	4.930410e-002	-6.181293e-005
6.288392339966593e-002	7.918900e-002	5.014747e-002	1.928513e-007	1.932594e-007	6.354486e-006	5.028935e-002	-6.181294e-005
6.531289698583927e-002	7.918899e-002	5.014745e-002	1.928477e-007	1.932312e-007	5.959947e-006	5.122459e-002	-6.181294e-005
6.774187057201259e-002	7.918897e-002	5.014741e-002	1.928429e-007	1.932034e-007	5.594530e-006	5.210982e-002	-6.181293e-005
6.774190139256102e-002	7.918897e-002	5.014741e-002	1.928429e-007	1.932028e-007	5.594526e-006	5.210983e-002	-6.181295e-005
6.774215097724617e-002	7.918879e-002	5.014741e-002	1.928429e-007	-6.720642e-006	5.594489e-006	5.210992e-002	-6.181870e-005
6.774215226380281e-002	7.918806e-002	5.014741e-002	1.928429e-007	-4.487593e-005	5.594489e-006	5.210992e-002	-6.187888e-005
6.774215276148990e-002	7.918695e-002	5.014741e-002	1.928429e-007	-1.016178e-004	5.594488e-006	5.210992e-002	-6.196161e-005
6.774215336224521e-002	7.918403e-002	5.014741e-002	1.928429e-007	-2.479652e-004	5.594487e-006	5.210992e-002	-6.217726e-005
6.774215380078738e-002	7.918021e-002	5.014741e-002	1.928429e-007	-4.440936e-004	5.594486e-006	5.210992e-002	-6.251186e-005
6.774215399631146e-002	7.917745e-002	5.014741e-002	1.928429e-007	-5.989008e-004	5.594485e-006	5.210992e-002	-6.284778e-005
6.774215418039553e-002	7.917340e-002	5.014741e-002	1.928429e-007	-8.555480e-004	5.594483e-006	5.210992e-002	-6.347581e-005
6.774215442121925e-002	7.916549e-002	5.014741e-002	1.928429e-007	-1.294059e-003	5.594481e-006	5.210992e-002	-6.374220e-005
6.774215470281821e-002	7.915316e-002	5.014741e-002	1.928429e-007	-1.691931e-003	5.594477e-006	5.210992e-002	-6.264189e-005
6.774215493306696e-002	7.914164e-002	5.014741e-002	1.928429e-007	-1.809610e-003	5.594472e-006	5.210992e-002	-6.190073e-005
6.774215546996232e-002	7.911480e-002	5.014741e-002	1.928429e-007	-1.804586e-003	5.594462e-006	5.210992e-002	-6.178827e-005
6.774215928297347e-002	7.897631e-002	5.014741e-002	1.928429e-007	-1.682555e-003	5.594396e-006	5.210993e-002	-6.178785e-005
6.774216364070050e-002	7.889064e-002	5.014741e-002	1.928429e-007	-1.553888e-003	5.594327e-006	5.210993e-002	-6.178782e-005
6.774217235615457e-002	7.883095e-002	5.014741e-002	1.928429e-007	-1.322014e-003	5.594208e-006	5.210993e-002	-6.178873e-005
6.774218978706270e-002	7.885395e-002	5.014741e-002	1.928429e-007	-9.060891e-004	5.594008e-006	5.210994e-002	-6.179219e-005
6.774220286024379e-002	7.892574e-002	5.014741e-002	1.928429e-007	-6.596647e-004	5.593904e-006	5.210994e-002	-6.180558e-005
6.774220723548978e-002	7.894935e-002	5.014741e-002	1.928429e-007	-6.010412e-004	5.593874e-006	5.210994e-002	-6.182744e-005
6.774220832930128e-002	7.895396e-002	5.014741e-002	1.928429e-007	-6.089392e-004	5.593867e-006	5.210994e-002	-6.186961e-005
6.774221051692428e-002	7.895980e-002	5.014741e-002	1.928429e-007	-6.982756e-004	5.593853e-006	5.210995e-002	-6.209336e-005
6.774221106383002e-002	7.895978e-002	5.014741e-002	1.928429e-007	-7.601638e-004	5.593849e-006	5.210995e-002	-6.224577e-005
6.774221170663407e-002	7.895803e-002	5.014741e-002	1.928429e-007	-8.398383e-004	5.593844e-006	5.210995e-002	-6.287974e-005
6.774221204416002e-002	7.895738e-002	5.014741e-002	1.928429e-007	-6.633173e-004	5.593841e-006	5.210995e-002	-6.498332e-005
6.774221224606325e-002	7.895885e-002	5.014741e-002	1.928429e-007	-7.615320e-005	5.593840e-006	5.210995e-002	-6.923297e-005
6.774221237745916e-002	7.896335e-002	5.014741e-002	1.928429e-007	9.673303e-004	5.593840e-006	5.210995e-002	-7.476945e-005
6.774221251582864e-002	7.897560e-002	5.014741e-002	1.928429e-007	3.132380e-003	5.593843e-006	5.210995e-002	-8.358175e-005
6.774221267096413e-002	7.900514e-002	5.014741e-002	1.928429e-007	7.294368e-003	5.593852e-006	5.210995e-002	-9.698774e-005
6.774221284878079e-002	7.907156e-002	5.014741e-002	1.928429e-007	1.494991e-002	5.593872e-006	5.210995e-002	-1.167470e-004
6.774221304191259e-002	7.921124e-002	5.014741e-002	1.928429e-007	2.796024e-002	5.593917e-006	5.210995e-002	-1.429945e-004
6.774221330553940e-002	7.958042e-002	5.014741e-002	1.928429e-007	5.508019e-002	5.594037e-006	5.210995e-002	-1.836783e-004
6.774221365950577e-002	8.065777e-002	5.014741e-002	1.928429e-007	1.106532e-001	5.594398e-006	5.210995e-002	-2.366206e-004
6.774221435518776e-002	8.480490e-002	5.014741e-002	1.928429e-007	2.621090e-001	5.595818e-006	5.210995e-002	-3.166061e-004
6.774221507346954e-002	9.220397e-002	5.014741e-002	1.928429e-007	4.532542e-001	5.598413e-006	5.210995e-002	-3.630296e-004
6.774221582321623e-002	1.042262e-001	5.014741e-002	1.928429e-007	6.743446e-001	5.602761e-006	5.210995e-002	-3.819606e-004
6.774221675762768e-002	1.258308e-001	5.014741e-002	1.928429e-007	9.587026e-001	5.610946e-006	5.210995e-002	-3.906678e-004
6.774221828531145e-002	1.761147e-001	5.014741e-002	1.928429e-007	1.426769e+000	5.631649e-006	5.210995e-002	-3.991969e-004
6.774222134067900e-002	3.055334e-001	5.014741e-002	1.928429e-007	2.363839e+000	5.688902e-006	5.210995e-002	-4.147787e-004
6.774222258878881e-002	3.682342e-001	5.014741e-002	1.928429e-007	2.736561e+000	5.718487e-006	5.210995e-002	-3.909033e-004
6.774222326929955e-002	4.061075e-001	5.014741e-002	1.928429e-007	2.913187e+000	5.737280e-006	5.210995e-002	-3.024996e-004
6.774222356571726e-002	4.229843e-001	5.014741e-002	1.928429e-007	2.965339e+000	5.745917e-006	5.210995e-002	-2.187249e-004
6.774222374533805e-002	4.331884e-001	5.014741e-002	1.928429e-007	2.981938e+000	5.751250e-006	5.210995e-002	-1.679128e-004
6.774222384186902e-002	4.386194e-001	5.014741e-002	1.928429e-007	2.986603e+000	5.754129e-006	5.210995e-002	-1.508967e-004
6.774222394604464e-002	4.444221e-001	5.014741e-002	1.928429e-007	2.989644e+000	5.757242e-006	5.210995e-002	-1.389979e-004
6.774222406446988e-002	4.509527e-001	5.014741e-002	1.928429e-007	2.991894e+000	5.760784e-006	5.210995e-002	-1.300025e-004
6.774222418944956e-002	4.577653e-001	5.014741e-002	1.928429e-007	2.993374e+000	5.764524e-006	5.210995e-002	-1.242096e-004
6.774222433048295e-002	4.653508e-001	5.014741e-002	1.928429e-007	2.994385e+000	5.768747e-006	5.210995e-002	-1.206000e-004
6.774222449172052e-002	4.738880e-001	5.014741e-002	1.928429e-007	2.995094e+000	5.773576e-006	5.210995e-002	-1.185388e-004
6.774222469104040e-002	4.842420e-001	5.014741e-002	1.928429e-007	2.995658e+000	5.779546e-006	5.210995e-002	-1.173939e-004
6.774222494456000e-002	4.970910e-001	5.014741e-002	1.928429e-007	2.996153e+000	5.787141e-006	5.210995e-002	-1.167635e-004
6.774222530129631e-002	5.145647e-001	5.014741e-002	1.928429e-007	2.996655e+000	5.797830e-006	5.210995e-002	-1.163475e-004
6.774222583644830e-002	5.394973e-001	5.014741e-002	1.928429e-007	2.997188e+000	5.813869e-006	5.210995e-002	-1.160240e-004
6.774222667383298e-002	5.758165e-001	5.014741e-002	1.928429e-007	2.997749e+000	5.838971e-006	5.210995e-002	-1.157807e-004
6.774222778721938e-002	6.195362e-001	5.014741e-002	1.928429e-007	2.998228e+000	5.872350e-006	5.210995e-002	-1.156562e-004
6.774222926906424e-002	6.703223e-001	5.014741e-002	1.928429e-007	2.998620e+000	5.916783e-006	5.210995e-002	-1.156210e-004
6.774223130599570e-002	7.284081e-001	5.014741e-002	1.928429e-007	2.998942e+000	5.977867e-006	5.210995e-002	-1.156465e-004
6.774223418495962e-002	7.923603e-001	5.014741e-002	1.928429e-007	2.999205e+000	6.064210e-006	5.210995e-002	-1.157103e-004
6.774223822607951e-002	8.621705e-001	5.014741e-002	1.928429e-007	2.999434e+000	6.185414e-006	5.210995e-002	-1.157074e-004
6.774223896487254e-002	8.721859e-001	5.014741e-002	1.928429e-007	2.999463e+000	6.207574e-006	5.210995e-002	-1.150591e-004
6.774224044245861e-002	8.889066e-001	5.014741e-002	1.928429e-007	2.999501e+000	6.251893e-006	5.210995e-002	-1.122555e-004
6.774224070187261e-002	8.916467e-001	5.014741e-002	1.928429e-007	2.999505e+000	6.259675e-006	5.210995e-002	-1.120124e-004
6.774224122070062e-002	8.967034e-001	5.014741e-002	1.928429e-007	2.999505e+000	6.275237e-006	5.210996e-002	-1.120826e-004
6.774224225835665e-002	9.059733e-001	5.014741e-002	1.928429e-007	2.999506e+000	6.306361e-006	5.210996e-002	-1.121334e-004
6.774224433366870e-002	9.216330e-001	5.014741e-002	1.928429e-007	2.999507e+000	6.368610e-006	5.210996e-002	-1.121590e-004
6.774224848429279e-002	9.447343e-001	5.014741e-002	1.928429e-007	2.999510e+000	6.493107e-006	5.210996e-002	-1.121836e-004
6.774225678554098e-002	9.734280e-001	5.014741e-002	1.928429e-007	2.999513e+000	6.742102e-006	5.210996e-002	-1.121988e-004
6.774226952274368e-002	9.973530e-001	5.014741e-002	1.928429e-007	2.999516e+000	7.124154e-006	5.210996e-002	-1.121818e-004
6.774228392843626e-002	1.012261e+000	5.014741e-002	1.928429e-007	2.999518e+000	7.556253e-006	5.210997e-002	-1.121400e-004
6.774230370295054e-002	1.026579e+000	5.014741e-002	1.928429e-007	2.999521e+000	8.149389e-006	5.210998e-002	-1.120742e-004
6.774233292479817e-002	1.044736e+000	5.014741e-002	1.928429e-007	2.999523e+000	9.025897e-006	5.210999e-002	-1.119802e-004
6.774239136849346e-002	1.075410e+000	5.014741e-002	1.928429e-007	2.999528e+000	1.077891e-005	5.211001e-002	-1.118102e-004
6.774250825588402e-002	1.125193e+000	5.014741e-002	1.928429e-007	2.999536e+000	1.428495e-005	5.211005e-002	-1.115107e-004
6.774257598283605e-002	1.147430e+000	5.014741e-002	1.928429e-007	2.999541e+000	1.631642e-005	5.211008e-002	-1.113603e-004
6.774265263851313e-002	1.165977e+000	5.014741e-002	1.928429e-007	2.999544e+000	1.861570e-005	5.211010e-002	-1.112136e-004
6.774272548768884e-002	1.179183e+000	5.014741e-002	1.928429e-007	2.999548e+000	2.080081e-005	5.211013e-002	-1.110903e-004
6.774280586379088e-002	1.188788e+000	5.014741e-002	1.928429e-007	2.999551e+000	2.321168e-005	5.211016e-002	-1.109728e-004
6.774296316653926e-002	1.198345e+000	5.014741e-002	1.928429e-007	2.999556e+000	2.792995e-005	5.211021e-002	-1.107781e-004
6.774312601269932e-002	1.199445e+000	5.014741e-002	1.928429e-007	2.999560e+000	3.281448e-005	5.211027e-002	-1.106117e-004
6.774331726635095e-002	1.191624e+000	5.014741e-002	1.928429e-007	2.999564e+000	3.855106e-005	5.211034e-002	-1.104548e-004
6.774352474222571e-002	1.175770e+000	5.014741e-002	1.928429e-007	2.999567e+000	4.477420e-005	5.211041e-002	-1.103199e-004
6.774384312572816e-002	1.144425e+000	5.014741e-002	1.928429e-007	2.999570e+000	5.432390e-005	5.211053e-002	-1.101573e-004
6.774420954825633e-002	1.109535e+000	5.014741e-002	1.928429e-007	2.999573e+000	6.531441e-005	5.211066e-002	-1.100077e-004
6.774463030879725e-002	1.085204e+000	5.014741e-002	1.928429e-007	2.999576e+000	7.793462e-005	5.211081e-002	-1.098706e-004
6.774507716730213e-002	1.079819e+000	5.014741e-002	1.928429e-007	2.999579e+000	9.133748e-005	5.211097e-002	-1.097612e-004
6.774549530439800e-002	1.080289e+000	5.014741e-002	1.928429e-007	2.999580e+000	1.038787e-004	5.211112e-002	-1.096966e-004
6.774600758741986e-002	1.077217e+000	5.014741e-002	1.928429e-007	2.999581e+000	1.192435e-004	5.211130e-002	-1.096563e-004
6.774662330174955e-002	1.073673e+000	5.014741e-002	1.928429e-007	2.999582e+000	1.377102e-004	5.211152e-002	-1.096352e-004
6.774729338994216e-002	1.072292e+000	5.014741e-002	1.928429e-007	2.999582e+000	1.578074e-004	5.211176e-002	-1.096273e-004
6.774834160437511e-002	1.071699e+000	5.014741e-002	1.928429e-007	2.999582e+000	1.892445e-004	5.211214e-002	-1.096240e-004
6.774935934010921e-002	1.071604e+000	5.014741e-002	1.928429e-007	2.999582e+000	2.197665e-004	5.211250e-002	-1.096231e-004
6.858755862753575e-002	1.071625e+000	5.014741e-002	1.928425e-007	2.999584e+000	2.498094e-002	5.240897e-002	-1.093756e-004
6.942575791496229e-002	1.071641e+000	5.014741e-002	1.928422e-007	2.999586e+000	4.923754e-002	5.270084e-002	-1.091331e-004
7.026395720238883e-002	1.071652e+000	5.014741e-002	1.928419e-007	2.999588e+000	7.298957e-002	5.298811e-002	-1.088956e-004
7.110215648981537e-002	1.071659e+000	5.014741e-002	1.928416e-007	2.999590e+000	9.623704e-002	5.327077e-002	-1.086632e-004
7.194035577724191e-002	1.071660e+000	5.014741e-002	1.928413e-007	2.999592e+000	1.189799e-001	5.354883e-002	-1.084358e-004
7.277855506466845e-002	1.071656e+000	5.014741e-002	1.928410e-007	2.999594e+000	1.412183e-001	5.382229e-002	-1.082134e-004
7.361675435209499e-002	1.071648e+000	5.014741e-002	1.928407e-007	2.999596e+000	1.629520e-001	5.409115e-002	-1.079961e-004
7.556987935209499e-002	1.071649e+000	5.014741e-002	1.928401e-007	2.999600e+000	2.117712e-001	5.470047e-002	-1.075080e-004
7.752300435209499e-002	1.071650e+000	5.014741e-002	1.928395e-007	2.999604e+000	2.581127e-001	5.528644e-002	-1.070446e-004
8.045269185209499e-002	1.071652e+000	5.014741e-002	1.928386e-007	2.999610e+000	3.232527e-001	5.612359e-002	-1.063933e-004
8.338237935209499e-002	1.071653e+000	5.014741e-002	1.928377e-007	2.999615e+000	3.834972e-001	5.691309e-002	-1.057910e-004
8.673059363780927e-002	1.071655e+000	5.014741e-002	1.928368e-007	2.999621e+000	4.458130e-001	5.775247e-002	-1.051679e-004
9.007880792352356e-002	1.071656e+000	5.014741e-002	1.928360e-007	2.999626e+000	5.037642e-001	5.854520e-002	-1.045885e-004
9.342702220923785e-002	1.071658e+000	5.014741e-002	1.928352e-007	2.999631e+000	5.573509e-001	5.929128e-002	-1.040527e-004
9.677523649495214e-002	1.071659e+000	5.014741e-002	1.928345e-007	2.999635e+000	6.065730e-001	5.999071e-002	-1.035605e-004
1.001234507806664e-001	1.071660e+000	5.014741e-002	1.928338e-007	2.999639e+000	6.514305e-001	6.064348e-002	-1.031120e-004
1.034716650663807e-001	1.071661e+000	5.014741e-002	1.928331e-007	2.999642e+000	6.919234e-001	6.124960e-002	-1.027072e-004
1.068198793520950e-001	1.071662e+000	5.014741e-002	1.928325e-007	2.999645e+000	7.280518e-001	6.180906e-002	-1.023459e-004
1.103076025663807e-001	1.071663e+000	5.014741e-002	1.928320e-007	2.999648e+000	7.626904e-001	6.235506e-002	-1.019996e-004
1.137953257806664e-001	1.071664e+000	5.014741e-002	1.928314e-007	2.999651e+000	7.948248e-001	6.286968e-002	-1.016783e-004
1.172830489949521e-001	1.071664e+000	5.014741e-002	1.928309e-007	2.999654e+000	8.244552e-001	6.335291e-002	-1.013820e-004
1.207707722092378e-001	1.071665e+000	5.014741e-002	1.928304e-007	2.999656e+000	8.515815e-001	6.380476e-002	-1.011108e-004
1.242584954235236e-001	1.071666e+000	5.014741e-002	1.928300e-007	2.999658e+000	8.762037e-001	6.422522e-002	-1.008646e-004
1.277462186378093e-001	1.071666e+000	5.014741e-002	1.928296e-007	2.999660e+000	8.983219e-001	6.461429e-002	-1.006435e-004
1.312339418520950e-001	1.071667e+000	5.014741e-002	1.928292e-007	2.999662e+000	9.179360e-001	6.497198e-002	-1.004474e-004
1.347216650663807e-001	1.071667e+000	5.014741e-002	1.928288e-007	2.999663e+000	9.359998e-001	6.530706e-002	-1.002668e-004
1.382093882806664e-001	1.071668e+000	5.014741e-002	1.928285e-007	2.999665e+000	9.527577e-001	6.562287e-002	-1.000992e-004
1.416971114949521e-001	1.071668e+000	5.014741e-002	1.928282e-007	2.999666e+000	9.682098e-001	6.591942e-002	-9.994472e-005
1.451848347092378e-001	1.071668e+000	5.014741e-002	1.928279e-007	2.999668e+000	9.823560e-001	6.619671e-002	-9.980327e-005
1.486725579235236e-001	1.071669e+000	5.014741e-002	1.928276e-007	2.999669e+000	9.951964e-001	6.645473e-002	-9.967489e-005
1.521602811378093e-001	1.071669e+000	5.014741e-002	1.928274e-007	2.999670e+000	1.006731e+000	6.669350e-002	-9.955956e-005
1.556480043520950e-001	1.071669e+000	5.014741e-002	1.928271e-007	2.999671e+000	1.016960e+000	6.691301e-002	-9.945729e-005
1.592752364949521e-001	1.071670e+000	5.014741e-002	1.928269e-007	2.999672e+000	1.026726e+000	6.712640e-002	-9.935964e-005
1.629024686378093e-001	1.071670e+000	5.014741e-002	1.928267e-007	2.999672e+000	1.035765e+000	6.732713e-002	-9.926926e-005
1.665297007806664e-001	1.071670e+000	5.014741e-002	1.928265e-007	2.999673e+000	1.044077e+000	6.751519e-002	-9.918615e-005
1.701569329235236e-001	1.071670e+000	5.014741e-002	1.928263e-007	2.999674e+000	1.051661e+000	6.769059e-002	-9.911032e-005
1.737841650663807e-001	1.071670e+000	5.014741e-002	1.928262e-007	2.999674e+000	1.058517e+000	6.785332e-002	-9.904177e-005
1.774113972092378e-001	1.071671e+000	5.014741e-002	1.928260e-007	2.999675e+000	1.064645e+000	6.800338e-002	-9.898050e-005
1.810386293520950e-001	1.071671e+000	5.014741e-002	1.928259e-007	2.999675e+000	1.070046e+000	6.814078e-002	-9.892650e-005
1.835707553504710e-001	1.071671e+000	5.014741e-002	1.679327e-007	2.999676e+000	1.073635e+000	6.823258e-002	-9.888616e-005
1.835707580064994e-001	1.071671e+000	5.014741e-002	1.182123e-005	2.999676e+000	1.073635e+000	6.823258e-002	-9.886799e-005
1.835707606625278e-001	1.071671e+000	5.014741e-002	1.853571e-005	2.999676e+000	1.073635e+000	6.823258e-002	-9.885752e-005
1.835707633185561e-001	1.071671e+000	5.014741e-002	2.031136e-005	2.999676e+000	1.073635e+000	6.823258e-002	-9.885475e-005
1.835707659745844e-001	1.071671e+000	5.014741e-002	1.714820e-005	2.999676e+000	1.073635e+000	6.823258e-002	-9.885967e-005
1.835707686306128e-001	1.071671e+000	5.014741e-002	9.046222e-006	2.999676e+000	1.073635e+000	6.823258e-002	-9.887228e-005
1.835707712866412e-001	1.071671e+000	5.014741e-002	-3.994578e-006	2.999676e+000	1.073635e+000	6.823258e-002	-9.889259e-005
1.835707739426695e-001	1.071671e+000	5.014741e-002	-2.197420e-005	2.999676e+000	1.073635e+000	6.823258e-002	-9.892059e-005
1.835707744797445e-001	1.071671e+000	5.014741e-002	-5.018240e-005	2.999676e+000	1.073635e+000	6.823258e-002	-9.896448e-005
1.835707749786906e-001	1.071671e+000	5.014741e-002	-1.169003e-004	2.999676e+000	1.073635e+000	6.823258e-002	-9.905922e-005
1.835707756390586e-001	1.071671e+000	5.014741e-002	-2.937348e-004	2.999676e+000	1.073635e+000	6.823258e-002	-9.932450e-005
1.835707759599329e-001	1.071671e+000	5.014741e-002	-4.491743e-004	2.999676e+000	1.073635e+000	6.823258e-002	-9.960123e-005
1.835707761395614e-001	1.071671e+000	5.014741e-002	-5.999011e-004	2.999676e+000	1.073635e+000	6.823258e-002	-9.992911e-005
1.835707763350256e-001	1.071671e+000	5.014741e-002	-8.741536e-004	2.999676e+000	1.073635e+000	6.823258e-002	-1.005680e-004
1.835707765730344e-001	1.071671e+000	5.014741e-002	-1.300118e-003	2.999676e+000	1.073635e+000	6.823258e-002	-1.007714e-004
1.835707768490978e-001	1.071671e+000	5.014741e-002	-1.680815e-003	2.999676e+000	1.073635e+000	6.823258e-002	-9.969079e-005
1.835707770753756e-001	1.071671e+000	5.014741e-002	-1.794510e-003	2.999676e+000	1.073635e+000	6.823258e-002	-9.897902e-005
1.835707776149398e-001	1.071671e+000	5.014741e-002	-1.795196e-003	2.999676e+000	1.073635e+000	6.823258e-002	-9.886653e-005
1.835707844254276e-001	1.071671e+000	5.014741e-002	-1.642517e-003	2.999676e+000	1.073635e+000	6.823258e-002	-9.886646e-005
1.835707912359154e-001	1.071671e+000	5.014741e-002	-1.496254e-003	2.999676e+000	1.073635e+000	6.823258e-002	-9.886710e-005
1.835707980464033e-001	1.071671e+000	5.014741e-002	-1.356407e-003	2.999676e+000	1.073635e+000	6.823258e-002	-9.886845e-005
1.835708048568911e-001	1.071671e+000	5.014741e-002	-1.222977e-003	2.999676e+000	1.073635e+000	6.823258e-002	-9.887049e-005
1.835708116673790e-001	1.071671e+000	5.014741e-002	-1.095963e-003	2.999676e+000	1.073635e+000	6.823258e-002	-9.887323e-005
1.835708184778668e-001	1.071671e+000	5.014741e-002	-9.753659e-004	2.999676e+000	1.073635e+000	6.823258e-002	-9.887668e-005
1.835708252883546e-001	1.071671e+000	5.014741e-002	-8.611853e-004	2.999676e+000	1.073635e+000	6.823257e-002	-9.888083e-005
1.835708274802358e-001	1.071671e+000	5.014741e-002	-8.456826e-004	2.999676e+000	1.073635e+000	6.823257e-002	-9.890248e-005
1.835708318639981e-001	1.071671e+000	5.014741e-002	-8.828370e-004	2.999676e+000	1.073635e+000	6.823257e-002	-9.903209e-005
1.835708324705773e-001	1.071671e+000	5.014741e-002	-9.227240e-004	2.999676e+000	1.073635e+000	6.823257e-002	-9.913142e-005
1.835708336837356e-001	1.071671e+000	5.014741e-002	-7.167690e-004	2.999676e+000	1.073635e+000	6.823257e-002	-1.009264e-004
1.835708342919956e-001	1.071671e+000	5.014741e-002	7.031502e-004	2.999676e+000	1.073635e+000	6.823257e-002	-1.076236e-004
1.835708345771313e-001	1.071671e+000	5.014741e-002	3.323208e-003	2.999676e+000	1.073635e+000	6.823257e-002	-1.184467e-004
1.835708347419464e-001	1.071671e+000	5.014741e-002	6.932593e-003	2.999676e+000	1.073635e+000	6.823257e-002	-1.304975e-004
1.835708349193709e-001	1.071671e+000	5.014741e-002	1.373141e-002	2.999676e+000	1.073635e+000	6.823257e-002	-1.486283e-004
1.835708351023363e-001	1.071671e+000	5.014741e-002	2.483084e-002	2.999676e+000	1.073635e+000	6.823257e-002	-1.719629e-004
1.835708353572906e-001	1.071671e+000	5.014741e-002	4.851601e-002	2.999676e+000	1.073635e+000	6.823258e-002	-2.098144e-004
1.835708356807888e-001	1.071671e+000	5.014741e-002	9.425227e-002	2.999676e+000	1.073635e+000	6.823258e-002	-2.590725e-004
1.835708362423933e-001	1.071671e+000	5.014741e-002	2.061478e-001	2.999676e+000	1.073635e+000	6.823258e-002	-3.313697e-004
1.835708368604446e-001	1.071671e+000	5.014741e-002	3.608189e-001	2.999676e+000	1.073635e+000	6.823259e-002	-3.868838e-004
1.835708375981763e-001	1.071671e+000	5.014741e-002	5.571239e-001	2.999676e+000	1.073635e+000	6.823260e-002	-5.239420e-004
1.835708381519991e-001	1.071671e+000	5.014741e-002	6.770955e-001	2.999676e+000	1.073635e+000	6.823263e-002	-8.275471e-004
1.835708387764290e-001	1.071671e+000	5.014741e-002	7.721140e-001	2.999676e+000	1.073635e+000	6.823264e-002	-1.395881e-003
1.835708393292476e-001	1.071671e+000	5.014741e-002	8.452014e-001	2.999676e+000	1.073635e+000	6.823266e-002	-2.010110e-003
1.835708400011283e-001	1.071671e+000	5.014741e-002	9.406546e-001	2.999676e+000	1.073635e+000	6.823269e-002	-2.878919e-003
1.835708413448896e-001	1.071671e+000	5.014741e-002	1.153331e+000	2.999676e+000	1.073635e+000	6.823276e-002	-4.886273e-003
1.835708436825103e-001	1.071671e+000	5.014741e-002	1.563868e+000	2.999676e+000	1.073635e+000	6.823292e-002	-8.854947e-003
1.835708465258197e-001	1.071671e+000	5.014741e-002	2.091337e+000	2.999676e+000	1.073635e+000	6.823315e-002	-1.399483e-002
1.835708477774808e-001	1.071671e+000	5.014741e-002	2.297895e+000	2.999676e+000	1.073635e+000	6.823327e-002	-1.598420e-002
1.835708489113749e-001	1.071671e+000	5.014741e-002	2.430702e+000	2.999676e+000	1.073635e+000	6.823339e-002	-1.724621e-002
1.835708502571304e-001	1.071671e+000	5.014741e-002	2.534384e+000	2.999676e+000	1.073635e+000	6.823354e-002	-1.823718e-002
1.835708515722218e-001	1.071671e+000	5.014741e-002	2.605266e+000	2.999676e+000	1.073635e+000	6.823370e-002	-1.891844e-002
1.835708530677761e-001	1.071671e+000	5.014741e-002	2.662388e+000	2.999676e+000	1.073635e+000	6.823388e-002	-1.946974e-002
1.835708549960354e-001	1.071671e+000	5.014741e-002	2.715619e+000	2.999676e+000	1.073635e+000	6.823412e-002	-1.998586e-002
1.835708570257420e-001	1.071671e+000	5.014741e-002	2.756070e+000	2.999676e+000	1.073635e+000	6.823437e-002	-2.037913e-002
1.835708597293987e-001	1.071671e+000	5.014741e-002	2.797131e+000	2.999676e+000	1.073635e+000	6.823471e-002	-2.077644e-002
1.835708600826617e-001	1.071671e+000	5.014741e-002	2.801383e+000	2.999676e+000	1.073635e+000	6.823476e-002	-2.081811e-002
1.835708607891877e-001	1.071671e+000	5.014741e-002	2.806907e+000	2.999676e+000	1.073635e+000	6.823485e-002	-2.087059e-002
