time	V(0.368vcc)	V(50mv)	V(outa)	V(outb)	V(rc)	V(sig)	I(Vcc)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
9.999999717180685e-010	7.153230e-005	6.351753e-005	7.375211e-005	7.373465e-005	3.092197e-011	3.044662e-010	-1.868769e-007
1.999999943436137e-009	1.409977e-004	1.205539e-004	1.471474e-004	1.470877e-004	6.245397e-011	6.118775e-010	-2.516024e-007
3.999999886872274e-009	2.723780e-004	2.124001e-004	2.926125e-004	2.923048e-004	1.280569e-010	1.238962e-009	-2.580130e-007
7.999999773744548e-009	5.114796e-004	3.349865e-004	5.783712e-004	5.764966e-004	2.696741e-010	2.543531e-009	-2.683169e-007
1.599999954748910e-008	9.303877e-004	4.581767e-004	1.129634e-003	1.118870e-003	5.935857e-010	5.351022e-009	-2.846163e-007
3.199999909497819e-008	1.654779e-003	5.540986e-004	2.157298e-003	2.105309e-003	1.389435e-009	1.170058e-008	-3.110400e-007
6.399999818995639e-008	2.920095e-003	6.456651e-004	3.978047e-003	3.780632e-003	3.434741e-009	2.670924e-008	-3.567679e-007
1.145339822673086e-007	4.673921e-003	7.717847e-004	6.375169e-003	5.868443e-003	7.569628e-009	5.514526e-008	-4.212622e-007
1.807937662115162e-007	6.676785e-003	9.380575e-004	8.849579e-003	7.913662e-003	1.424863e-008	9.911130e-008	-4.967216e-007
2.545596660125078e-007	8.612745e-003	1.122963e-003	1.092630e-002	9.589085e-003	2.300342e-008	1.549406e-007	-5.721863e-007
3.424182249679871e-007	1.062012e-002	1.343293e-003	1.274421e-002	1.109426e-002	3.486667e-008	2.282870e-007	-6.544147e-007
4.551589472584699e-007	1.285435e-002	1.625952e-003	1.445127e-002	1.261760e-002	5.186398e-008	3.293309e-007	-7.529088e-007
6.102149485183606e-007	1.556511e-002	2.014720e-003	1.627409e-002	1.438357e-002	7.721292e-008	4.745459e-007	-8.824030e-007
6.609036483721979e-007	1.648016e-002	2.141844e-003	1.744087e-002	1.551607e-002	8.608770e-008	5.237319e-007	-1.023205e-006
6.925723189636876e-007	1.738603e-002	2.221243e-003	2.020948e-002	1.812365e-002	9.215770e-008	5.565046e-007	-1.398431e-006
7.092187925909986e-007	1.843268e-002	2.262975e-003	2.466134e-002	2.224930e-002	9.593411e-008	5.765502e-007	-1.912819e-006
7.257629130933902e-007	2.051821e-002	2.304466e-003	3.403435e-002	3.080531e-002	1.008682e-007	6.024125e-007	-2.779168e-006
7.441375964415613e-007	2.465706e-002	2.350538e-003	5.239792e-002	4.723055e-002	1.089347e-007	6.444938e-007	-4.129726e-006
7.681484685507897e-007	3.264207e-002	2.410742e-003	8.730935e-002	7.804495e-002	1.237082e-007	7.216025e-007	-6.343240e-006
7.764580233390221e-007	3.624260e-002	2.431577e-003	1.021340e-001	9.166899e-002	1.303911e-007	7.564852e-007	-6.913801e-006
7.809481876966626e-007	3.853211e-002	2.442835e-003	1.098878e-001	1.001617e-001	1.347082e-007	7.788606e-007	-6.688457e-006
7.833466538288664e-007	3.982996e-002	2.448849e-003	1.127939e-001	1.046505e-001	1.372151e-007	7.916092e-007	-6.211767e-006
7.860467632663238e-007	4.129571e-002	2.455619e-003	1.147182e-001	1.089170e-001	1.401856e-007	8.063557e-007	-5.502733e-006
7.890264139489711e-007	4.282113e-002	2.463090e-003	1.159967e-001	1.122669e-001	1.435737e-007	8.228247e-007	-4.823461e-006
7.920999676196079e-007	4.421547e-002	2.470797e-003	1.168369e-001	1.144058e-001	1.471498e-007	8.399371e-007	-4.378964e-006
7.951388189374899e-007	4.537059e-002	2.478417e-003	1.174546e-001	1.156572e-001	1.507371e-007	8.569369e-007	-4.167875e-006
7.984341352972210e-007	4.637989e-002	2.486679e-003	1.180352e-001	1.165388e-001	1.546631e-007	8.754390e-007	-4.083250e-006
8.021328101890587e-007	4.726233e-002	2.495953e-003	1.186509e-001	1.172992e-001	1.591019e-007	8.962816e-007	-4.060672e-006
8.073309444258305e-007	4.819394e-002	2.508987e-003	1.194963e-001	1.182379e-001	1.653882e-007	9.257030e-007	-4.068010e-006
8.147226663439179e-007	4.916134e-002	2.527521e-003	1.206844e-001	1.195031e-001	1.744190e-007	9.678008e-007	-4.094092e-006
8.270736060844599e-007	5.035289e-002	2.558489e-003	1.226480e-001	1.215562e-001	1.897543e-007	1.038851e-006	-4.142511e-006
8.497963840814218e-007	5.214123e-002	2.615463e-003	1.262185e-001	1.252460e-001	2.186420e-007	1.171507e-006	-4.232815e-006
8.801078862189024e-007	5.432916e-002	2.691465e-003	1.309232e-001	1.300603e-001	2.586480e-007	1.352660e-006	-4.353740e-006
9.365449287643144e-007	5.826448e-002	2.832974e-003	1.395833e-001	1.388494e-001	3.374173e-007	1.701949e-006	-4.578125e-006
1.021233278830521e-006	6.402179e-002	3.045319e-003	1.524684e-001	1.518503e-001	4.649376e-007	2.251541e-006	-4.911869e-006
1.135714470467618e-006	7.157961e-002	3.332366e-003	1.697839e-001	1.692527e-001	6.555890e-007	3.042601e-006	-5.357064e-006
1.299027638990099e-006	8.197998e-002	3.741852e-003	1.943960e-001	1.939301e-001	9.651347e-007	4.265223e-006	-5.981715e-006
1.544675626978952e-006	9.689488e-002	4.357783e-003	2.313385e-001	2.309219e-001	1.513187e-006	6.298375e-006	-6.903116e-006
1.912102654491402e-006	1.177595e-001	5.279059e-003	2.865286e-001	2.861463e-001	2.519267e-006	9.752225e-006	-8.253990e-006
2.484876252430003e-006	1.473078e-001	6.715214e-003	3.724660e-001	3.721456e-001	4.537232e-006	1.610127e-005	-1.096220e-005
3.389945832397532e-006	1.895322e-001	8.984559e-003	5.076826e-001	5.079733e-001	8.486939e-006	2.774586e-005	-2.514849e-005
3.785518672415139e-006	2.063846e-001	9.976407e-003	5.656036e-001	5.673271e-001	1.052442e-005	3.347152e-005	-5.497320e-005
4.009311961788494e-006	2.152211e-001	1.053754e-002	5.967398e-001	6.009031e-001	1.182961e-005	3.699610e-005	-1.083618e-004
4.301686660381676e-006	2.262509e-001	1.127063e-002	6.349818e-001	6.447669e-001	1.366485e-005	4.180375e-005	-2.400532e-004
4.576115449130900e-006	2.361885e-001	1.195873e-002	6.692606e-001	6.859374e-001	1.550262e-005	4.648978e-005	-4.168140e-004
4.904698035038030e-006	2.475753e-001	1.278260e-002	7.092947e-001	7.352311e-001	1.785621e-005	5.241951e-005	-6.803054e-004
5.252371529538542e-006	2.590388e-001	1.365435e-002	7.515604e-001	7.873877e-001	2.054142e-005	5.952709e-005	-1.000547e-003
5.809388851036376e-006	2.766652e-001	1.505100e-002	8.196744e-001	8.709482e-001	2.510568e-005	7.246533e-005	-1.556495e-003
5.846469161336623e-006	2.777819e-001	1.514397e-002	8.242708e-001	8.765107e-001	2.543141e-005	7.349885e-005	-1.596098e-003
5.883549471636870e-006	2.788942e-001	1.523695e-002	8.288733e-001	8.820732e-001	2.575901e-005	7.454949e-005	-1.635868e-003
5.920629781937117e-006	2.800022e-001	1.532992e-002	8.334817e-001	8.876356e-001	2.608850e-005	7.561725e-005	-1.675806e-003
5.957710092237363e-006	2.811059e-001	1.542289e-002	8.380962e-001	8.931981e-001	2.641986e-005	7.670213e-005	-1.715910e-003
5.994790402537610e-006	2.822054e-001	1.551587e-002	8.427166e-001	8.987606e-001	2.675309e-005	7.780413e-005	-1.756181e-003
6.031870712837857e-006	2.833005e-001	1.560884e-002	8.473431e-001	9.043230e-001	2.708821e-005	7.892325e-005	-1.796620e-003
6.068951023138103e-006	2.843913e-001	1.570182e-002	8.519755e-001	9.098855e-001	2.742520e-005	8.005949e-005	-1.837225e-003
6.106307614942679e-006	2.854845e-001	1.579548e-002	8.566522e-001	9.154894e-001	2.776729e-005	8.122778e-005	-1.878372e-003
6.143664206747256e-006	2.865734e-001	1.588915e-002	8.613352e-001	9.210933e-001	2.811146e-005	8.241418e-005	-1.919676e-003
6.181020798551832e-006	2.876578e-001	1.598282e-002	8.660244e-001	9.266971e-001	2.845770e-005	8.361869e-005	-1.961138e-003
6.218377390356409e-006	2.887379e-001	1.607648e-002	8.707198e-001	9.323010e-001	2.880601e-005	8.484131e-005	-2.002758e-003
6.255733982160984e-006	2.898136e-001	1.617015e-002	8.754215e-001	9.379049e-001	2.915639e-005	8.608203e-005	-2.044535e-003
6.293090573965561e-006	2.908849e-001	1.626382e-002	8.801294e-001	9.435088e-001	2.950885e-005	8.734086e-005	-2.086470e-003
6.330447165770137e-006	2.919518e-001	1.635749e-002	8.848436e-001	9.491127e-001	2.986338e-005	8.861779e-005	-2.128564e-003
6.337299490617905e-006	2.921471e-001	1.637467e-002	8.856987e-001	9.501405e-001	2.992865e-005	8.885400e-005	-2.136204e-003
6.338186621959804e-006	2.921724e-001	1.637689e-002	8.858078e-001	9.502736e-001	2.993710e-005	8.888462e-005	-2.137177e-003
6.339073753301703e-006	2.921976e-001	1.637912e-002	8.859156e-001	9.504067e-001	2.994556e-005	8.891524e-005	-2.138139e-003
6.339960884643601e-006	2.922229e-001	1.638134e-002	8.860221e-001	9.505398e-001	2.995402e-005	8.894588e-005	-2.139090e-003
6.340848015985500e-006	2.922482e-001	1.638356e-002	8.861274e-001	9.506729e-001	2.996247e-005	8.897653e-005	-2.140030e-003
6.341735147327398e-006	2.922734e-001	1.638579e-002	8.862314e-001	9.508060e-001	2.997093e-005	8.900720e-005	-2.140959e-003
6.342622278669297e-006	2.922986e-001	1.638801e-002	8.863341e-001	9.509390e-001	2.997940e-005	8.903788e-005	-2.141877e-003
6.343509410011196e-006	2.923239e-001	1.639024e-002	8.864355e-001	9.510721e-001	2.998786e-005	8.906857e-005	-2.142784e-003
6.419948951133743e-006	2.944908e-001	1.658190e-002	8.952326e-001	9.625388e-001	3.072149e-005	9.174721e-005	-2.221639e-003
6.424063178910633e-006	2.946069e-001	1.659222e-002	8.956761e-001	9.631559e-001	3.076124e-005	9.189338e-005	-2.225618e-003
6.432291634464415e-006	2.948391e-001	1.661285e-002	8.964688e-001	9.643903e-001	3.084077e-005	9.218603e-005	-2.232698e-003
6.432599535276499e-006	2.948478e-001	1.661362e-002	8.964832e-001	9.644365e-001	3.084374e-005	9.219699e-005	-2.232800e-003
6.433215336900668e-006	2.948651e-001	1.661516e-002	8.962563e-001	9.645289e-001	3.084970e-005	9.221892e-005	-2.230356e-003
6.434446940149006e-006	2.948999e-001	1.661825e-002	8.945047e-001	9.647136e-001	3.086161e-005	9.226271e-005	-2.211682e-003
6.434997336537153e-006	2.949154e-001	1.661963e-002	8.918437e-001	9.647962e-001	3.086694e-005	9.228219e-005	-2.182764e-003
6.435429003777597e-006	2.949275e-001	1.662071e-002	8.863248e-001	9.648609e-001	3.087112e-005	9.229735e-005	-2.122127e-003
6.435767454490708e-006	2.949371e-001	1.662156e-002	8.767285e-001	9.649117e-001	3.087439e-005	9.230903e-005	-2.015747e-003
6.436059032352853e-006	2.949453e-001	1.662229e-002	8.598769e-001	9.649554e-001	3.087722e-005	9.231881e-005	-1.827335e-003
6.436313593862645e-006	2.949525e-001	1.662293e-002	8.310220e-001	9.649936e-001	3.087968e-005	9.232690e-005	-1.503158e-003
6.436546722490989e-006	2.949591e-001	1.662352e-002	7.848622e-001	9.650286e-001	3.088194e-005	9.233358e-005	-1.031643e-003
6.436806338451957e-006	2.949664e-001	1.662417e-002	7.173772e-001	9.650676e-001	3.088445e-005	9.233997e-005	-4.808998e-004
6.436984242757295e-006	2.949714e-001	1.662461e-002	6.756783e-001	9.650942e-001	3.088617e-005	9.234358e-005	-2.526700e-004
6.437212155732736e-006	2.949778e-001	1.662518e-002	6.403125e-001	9.651284e-001	3.088838e-005	9.234739e-005	-1.427582e-004
6.437467931765268e-006	2.949850e-001	1.662583e-002	6.169623e-001	9.651668e-001	3.089086e-005	9.235111e-005	-9.154666e-005
6.437768612137429e-006	2.949935e-001	1.662658e-002	6.001696e-001	9.652119e-001	3.089377e-005	9.235503e-005	-6.493946e-005
6.438060013936990e-006	2.950017e-001	1.662731e-002	5.893750e-001	9.652556e-001	3.089659e-005	9.235850e-005	-5.241151e-005
6.438499063293503e-006	2.950141e-001	1.662841e-002	5.784933e-001	9.653215e-001	3.090084e-005	9.236328e-005	-4.324710e-005
6.439368085433971e-006	2.950386e-001	1.663059e-002	5.640523e-001	9.654518e-001	3.090925e-005	9.237191e-005	-3.456138e-005
6.440476721697595e-006	2.950698e-001	1.663337e-002	5.520197e-001	9.656181e-001	3.091999e-005	9.238182e-005	-2.953341e-005
6.442244601385448e-006	2.951196e-001	1.663780e-002	5.397797e-001	9.658833e-001	3.093712e-005	9.239593e-005	-2.620129e-005
6.444628633489053e-006	2.951868e-001	1.664378e-002	5.290160e-001	9.662409e-001	3.096022e-005	9.241280e-005	-2.422441e-005
6.448689333006348e-006	2.953011e-001	1.665396e-002	5.171964e-001	9.668501e-001	3.099959e-005	9.243793e-005	-2.279288e-005
6.454379939746837e-006	2.954612e-001	1.666823e-002	5.065258e-001	9.677038e-001	3.105481e-005	9.246822e-005	-2.191997e-005
6.463825713300498e-006	2.957268e-001	1.669191e-002	4.954484e-001	9.691207e-001	3.114659e-005	9.251056e-005	-2.132438e-005
6.477282567516317e-006	2.961048e-001	1.672566e-002	4.847946e-001	9.711394e-001	3.127750e-005	9.256285e-005	-2.093452e-005
6.480076320639244e-006	2.961832e-001	1.673266e-002	4.831488e-001	9.715585e-001	3.130471e-005	9.257257e-005	-2.089567e-005
6.480774758919976e-006	2.962028e-001	1.673441e-002	4.828058e-001	9.716632e-001	3.131151e-005	9.257485e-005	-2.089625e-005
6.482171635481440e-006	2.962420e-001	1.673791e-002	4.821420e-001	9.718727e-001	3.132513e-005	9.257937e-005	-2.091866e-005
6.482520854621806e-006	2.962518e-001	1.673879e-002	4.819844e-001	9.719251e-001	3.132853e-005	9.258049e-005	-2.093970e-005
6.483219292902538e-006	2.962714e-001	1.674054e-002	4.817175e-001	9.720299e-001	3.133534e-005	9.258272e-005	-2.108975e-005
6.484616169464002e-006	2.963105e-001	1.674404e-002	4.814164e-001	9.722395e-001	3.134896e-005	9.258714e-005	-2.178326e-005
6.486104028173806e-006	2.963523e-001	1.674777e-002	4.785169e-001	9.724627e-001	3.136347e-005	9.259172e-005	-2.795244e-005
6.487268962205941e-006	2.963849e-001	1.675070e-002	4.515970e-001	9.726374e-001	3.137484e-005	9.259443e-005	-9.190086e-005
6.487938881778523e-006	2.964037e-001	1.675238e-002	3.829845e-001	9.727379e-001	3.138137e-005	9.259365e-005	-1.953379e-004
6.488541227837965e-006	2.964206e-001	1.675389e-002	2.579070e-001	9.728283e-001	3.138725e-005	9.258881e-005	-2.915570e-004
6.488938467135968e-006	2.964318e-001	1.675488e-002	1.508930e-001	9.728879e-001	3.139113e-005	9.258238e-005	-3.129413e-004
6.489147492949024e-006	2.964376e-001	1.675541e-002	9.301145e-002	9.729192e-001	3.139317e-005	9.257752e-005	-2.871678e-004
6.489289779250133e-006	2.964416e-001	1.675576e-002	5.873736e-002	9.729406e-001	3.139455e-005	9.257357e-005	-2.362523e-004
6.489413961880713e-006	2.964451e-001	1.675607e-002	3.641612e-002	9.729592e-001	3.139576e-005	9.256980e-005	-1.777086e-004
6.489564371671647e-006	2.964493e-001	1.675645e-002	1.792852e-002	9.729818e-001	3.139723e-005	9.256500e-005	-1.128325e-004
6.489650138789698e-006	2.964517e-001	1.675666e-002	1.100686e-002	9.729946e-001	3.139807e-005	9.256219e-005	-8.363495e-005
6.489718770368065e-006	2.964536e-001	1.675684e-002	7.525859e-003	9.730049e-001	3.139874e-005	9.255989e-005	-6.659539e-005
6.489804456130600e-006	2.964560e-001	1.675705e-002	4.680527e-003	9.730178e-001	3.139958e-005	9.255701e-005	-5.124470e-005
6.489898751526370e-006	2.964587e-001	1.675729e-002	2.730542e-003	9.730319e-001	3.140050e-005	9.255383e-005	-3.982667e-005
6.490001177804002e-006	2.964616e-001	1.675755e-002	1.547470e-003	9.730473e-001	3.140150e-005	9.255035e-005	-3.233490e-005
6.490111549720738e-006	2.964646e-001	1.675782e-002	9.081699e-004	9.730638e-001	3.140257e-005	9.254659e-005	-2.802062e-005
6.490240064396114e-006	2.964682e-001	1.675814e-002	5.783942e-004	9.730831e-001	3.140383e-005	9.254222e-005	-2.572481e-005
6.490394098868943e-006	2.964725e-001	1.675853e-002	4.231531e-004	9.731062e-001	3.140533e-005	9.253697e-005	-2.470548e-005
6.490595624894371e-006	2.964782e-001	1.675904e-002	3.470366e-004	9.731364e-001	3.140730e-005	9.253011e-005	-2.434196e-005
6.490879576710980e-006	2.964862e-001	1.675975e-002	2.971546e-004	9.731790e-001	3.141007e-005	9.252044e-005	-2.423428e-005
6.491357511379681e-006	2.964996e-001	1.676095e-002	2.468857e-004	9.732507e-001	3.141474e-005	9.250417e-005	-2.416515e-005
6.492313380717084e-006	2.965263e-001	1.676334e-002	1.837310e-004	9.733941e-001	3.142407e-005	9.247165e-005	-2.385969e-005
6.493426768075416e-006	2.965575e-001	1.676613e-002	1.362034e-004	9.735611e-001	3.143494e-005	9.243379e-005	-2.285390e-005
6.494637885442808e-006	2.965915e-001	1.676917e-002	1.054339e-004	9.737428e-001	3.144677e-005	9.239264e-005	-2.140128e-005
6.495930355463971e-006	2.966277e-001	1.677241e-002	9.235844e-005	9.739367e-001	3.145939e-005	9.234877e-005	-2.054124e-005
6.496973458348143e-006	2.966569e-001	1.677503e-002	9.072867e-005	9.740932e-001	3.146958e-005	9.231340e-005	-2.042314e-005
6.498414184632057e-006	2.966973e-001	1.677864e-002	9.075880e-005	9.743093e-001	3.148366e-005	9.226460e-005	-2.043370e-005
6.580866270907215e-006	2.989959e-001	1.698538e-002	8.774885e-005	9.866750e-001	3.229461e-005	8.956475e-005	-2.068281e-005
6.599786079989998e-006	2.995203e-001	1.703282e-002	8.697471e-005	9.895113e-001	3.248206e-005	8.896839e-005	-2.073735e-005
6.603485381182253e-006	2.996228e-001	1.704209e-002	8.683708e-005	9.900658e-001	3.251879e-005	8.885313e-005	-2.074865e-005
6.607184682374510e-006	2.997251e-001	1.705137e-002	8.669943e-005	9.906204e-001	3.255553e-005	8.873817e-005	-2.075995e-005
6.610883983566766e-006	2.998275e-001	1.706065e-002	8.656177e-005	9.911749e-001	3.259230e-005	8.862353e-005	-2.077126e-005
6.614583284759021e-006	2.999298e-001	1.706992e-002	8.642410e-005	9.917295e-001	3.262908e-005	8.850920e-005	-2.078256e-005
6.618282585951277e-006	3.000320e-001	1.707920e-002	8.628641e-005	9.922841e-001	3.266589e-005	8.839517e-005	-2.079386e-005
6.621981887143534e-006	3.001343e-001	1.708847e-002	8.614871e-005	9.928386e-001	3.270272e-005	8.828145e-005	-2.080517e-005
6.625681188335789e-006	3.002364e-001	1.709775e-002	8.601099e-005	9.933932e-001	3.273956e-005	8.816805e-005	-2.081647e-005
6.633381847353665e-006	3.004490e-001	1.711706e-002	8.572450e-005	9.945465e-001	3.281633e-005	8.793302e-005	-2.083924e-005
6.634615015947435e-006	3.004830e-001	1.712015e-002	8.567863e-005	9.947311e-001	3.282863e-005	8.789552e-005	-2.084459e-005
6.635365941215146e-006	3.005037e-001	1.712203e-002	8.565070e-005	9.948456e-001	3.283612e-005	8.787270e-005	-2.085241e-005
6.635855435223496e-006	3.005172e-001	1.712326e-002	8.563250e-005	9.949196e-001	3.284100e-005	8.785784e-005	-2.084509e-005
6.636303330566869e-006	3.005290e-001	1.712438e-002	8.561584e-005	9.949265e-001	3.284547e-005	8.784424e-005	-2.064005e-005
6.636887865959657e-006	3.005423e-001	1.712584e-002	8.559410e-005	9.946600e-001	3.285130e-005	8.782650e-005	-1.919837e-005
6.637127980214043e-006	3.005445e-001	1.712645e-002	8.558518e-005	9.941680e-001	3.285370e-005	8.781921e-005	-1.736058e-005
6.637367440027750e-006	3.005394e-001	1.712705e-002	8.557627e-005	9.930674e-001	3.285609e-005	8.781195e-005	-1.504389e-005
6.637680624378750e-006	3.005179e-001	1.712783e-002	8.556462e-005	9.910091e-001	3.285920e-005	8.780246e-005	-1.330775e-005
6.637972655599974e-006	3.004790e-001	1.712856e-002	8.555377e-005	9.888202e-001	3.286210e-005	8.779360e-005	-1.283017e-005
6.638679686884104e-006	3.003020e-001	1.713034e-002	8.552747e-005	9.833594e-001	3.286909e-005	8.777218e-005	-1.276890e-005
6.639372481292539e-006	3.000011e-001	1.713208e-002	8.550171e-005	9.780568e-001	3.287589e-005	8.775120e-005	-1.273376e-005
6.640758070109408e-006	2.990933e-001	1.713555e-002	8.545020e-005	9.675952e-001	3.288935e-005	8.770928e-005	-1.267654e-005
6.643529247743147e-006	2.963454e-001	1.714250e-002	8.534718e-005	9.472191e-001	3.291576e-005	8.762562e-005	-1.255231e-005
6.649071603010624e-006	2.886161e-001	1.715639e-002	8.514122e-005	9.084679e-001	3.296655e-005	8.745894e-005	-1.229721e-005
6.660156313545579e-006	2.697784e-001	1.718419e-002	8.472955e-005	8.368800e-001	3.306196e-005	8.712774e-005	-1.178935e-005
6.674811417051430e-006	2.431148e-001	1.722093e-002	8.418568e-005	7.494982e-001	3.318035e-005	8.669261e-005	-1.115045e-005
6.677172993160776e-006	2.388691e-001	1.722685e-002	8.409812e-005	7.364814e-001	3.319828e-005	8.662292e-005	-1.105580e-005
6.683372130447813e-006	2.280957e-001	1.724240e-002	8.386840e-005	7.043067e-001	3.324317e-005	8.644084e-005	-1.085385e-005
6.683962524475149e-006	2.271002e-001	1.724388e-002	8.384653e-005	7.013605e-001	3.324732e-005	8.642355e-005	-1.087262e-005
6.685143312529823e-006	2.251233e-001	1.724684e-002	8.380278e-005	6.955697e-001	3.325560e-005	8.638899e-005	-1.106551e-005
6.686367921251631e-006	2.230977e-001	1.724991e-002	8.375743e-005	6.898174e-001	3.326411e-005	8.635318e-005	-1.161461e-005
6.687787675189015e-006	2.207687e-001	1.725347e-002	8.370484e-005	6.821416e-001	3.327390e-005	8.631170e-005	-1.603299e-005
6.688621786010963e-006	2.192954e-001	1.725556e-002	8.367396e-005	6.653387e-001	3.327958e-005	8.628735e-005	-5.773736e-005
6.689152240552759e-006	2.179073e-001	1.725689e-002	8.365431e-005	6.211551e-001	3.328301e-005	8.627187e-005	-1.394630e-004
6.689722765394691e-006	2.151834e-001	1.725832e-002	8.363319e-005	5.182119e-001	3.328627e-005	8.625523e-005	-2.412038e-004
6.690295541251570e-006	2.105491e-001	1.725976e-002	8.361198e-005	3.723887e-001	3.328887e-005	8.623854e-005	-2.975219e-004
6.690789362879278e-006	2.046665e-001	1.726100e-002	8.359370e-005	2.298646e-001	3.329042e-005	8.622414e-005	-3.120952e-004
6.691213381479204e-006	1.982310e-001	1.726206e-002	8.357800e-005	1.072603e-001	3.329124e-005	8.621179e-005	-2.811200e-004
6.691415677325663e-006	1.947089e-001	1.726257e-002	8.357051e-005	5.635326e-002	3.329145e-005	8.620590e-005	-2.186287e-004
6.691539005650098e-006	1.924070e-001	1.726288e-002	8.356595e-005	3.419436e-002	3.329151e-005	8.620231e-005	-1.610415e-004
6.691697364794284e-006	1.893817e-001	1.726327e-002	8.356009e-005	1.578688e-002	3.329156e-005	8.619770e-005	-9.349473e-005
6.691776160688416e-006	1.878666e-001	1.726347e-002	8.355717e-005	9.881503e-003	3.329157e-005	8.619540e-005	-6.769264e-005
6.691843121765659e-006	1.865784e-001	1.726364e-002	8.355469e-005	6.831833e-003	3.329158e-005	8.619345e-005	-5.224561e-005
6.691940556061203e-006	1.847108e-001	1.726388e-002	8.355109e-005	3.953997e-003	3.329159e-005	8.619062e-005	-3.626100e-005
6.692029039216599e-006	1.830250e-001	1.726411e-002	8.354781e-005	2.366516e-003	3.329159e-005	8.618804e-005	-2.672588e-005
6.692140327478097e-006	1.809220e-001	1.726438e-002	8.354369e-005	1.301427e-003	3.329160e-005	8.618480e-005	-1.979025e-005
6.692247375949759e-006	1.789199e-001	1.726465e-002	8.353973e-005	7.956385e-004	3.329160e-005	8.618169e-005	-1.630789e-005
6.692389682716393e-006	1.762919e-001	1.726501e-002	8.353446e-005	5.138691e-004	3.329161e-005	8.617754e-005	-1.431902e-005
6.692545808859855e-006	1.734545e-001	1.726540e-002	8.352868e-005	3.920962e-004	3.329161e-005	8.617300e-005	-1.352366e-005
6.692776264265068e-006	1.693548e-001	1.726598e-002	8.352015e-005	3.236766e-004	3.329162e-005	8.616629e-005	-1.320060e-005
6.693083877767702e-006	1.640604e-001	1.726675e-002	8.350876e-005	2.757437e-004	3.329163e-005	8.615735e-005	-1.304323e-005
6.693690351089020e-006	1.542213e-001	1.726827e-002	8.348632e-005	2.189592e-004	3.329165e-005	8.613971e-005	-1.281461e-005
6.694903297731657e-006	1.360634e-001	1.727131e-002	8.344143e-005	1.485881e-004	3.329169e-005	8.610447e-005	-1.206254e-005
6.695957546063051e-006	1.218761e-001	1.727396e-002	8.340242e-005	1.087585e-004	3.329172e-005	8.607386e-005	-1.077331e-005
6.697294898019379e-006	1.060310e-001	1.727731e-002	8.335295e-005	7.972511e-005	3.329176e-005	8.603506e-005	-9.033195e-006
6.698654438124928e-006	9.188575e-002	1.728072e-002	8.330266e-005	6.834211e-005	3.329180e-005	8.599565e-005	-8.218008e-006
6.699993326706032e-006	7.977472e-002	1.728407e-002	8.325314e-005	6.523069e-005	3.329184e-005	8.595688e-005	-8.016077e-006
6.701419209732073e-006	6.891393e-002	1.728765e-002	8.320042e-005	6.281964e-005	3.329188e-005	8.591565e-005	-7.868667e-006
6.704270975784154e-006	5.156308e-002	1.729480e-002	8.309500e-005	5.889268e-005	3.329197e-005	8.583332e-005	-7.634041e-006
6.707968015394982e-006	3.469491e-002	1.730407e-002	8.295838e-005	5.507682e-005	3.329208e-005	8.572682e-005	-7.417495e-006
6.712050933799733e-006	2.178039e-002	1.731431e-002	8.280758e-005	5.214527e-005	3.329220e-005	8.560952e-005	-7.267224e-006
6.716457157126092e-006	1.259061e-002	1.732535e-002	8.264493e-005	5.004979e-005	3.329233e-005	8.548332e-005	-7.180316e-006
6.721504060047939e-006	5.887607e-003	1.733801e-002	8.245876e-005	4.850690e-005	3.329248e-005	8.533927e-005	-7.143232e-006
6.727358341958839e-006	1.095223e-003	1.735269e-002	8.224297e-005	4.738805e-005	3.329265e-005	8.517283e-005	-7.151885e-006
6.734376070291616e-006	-2.353918e-003	1.737028e-002	8.198456e-005	4.656049e-005	3.329286e-005	8.497424e-005	-7.206415e-006
6.742887583191908e-006	-4.900477e-003	1.739163e-002	8.167153e-005	4.592488e-005	3.329311e-005	8.473472e-005	-7.311561e-006
6.753710747914063e-006	-7.050169e-003	1.741876e-002	8.127416e-005	4.535961e-005	3.329343e-005	8.443228e-005	-7.484717e-006
6.768046848424757e-006	-9.263438e-003	1.745471e-002	8.074908e-005	4.475453e-005	3.329385e-005	8.403535e-005	-7.764557e-006
6.788685508580292e-006	-1.212570e-002	1.750646e-002	7.999605e-005	4.395670e-005	3.329446e-005	8.347131e-005	-8.257758e-006
6.821698254851994e-006	-1.652875e-002	1.758923e-002	7.880037e-005	4.272541e-005	3.329544e-005	8.258806e-005	-9.280070e-006
6.886712066175999e-006	-2.501814e-002	1.775225e-002	7.646558e-005	4.039905e-005	3.329736e-005	8.088518e-005	-1.175881e-005
6.902965519007001e-006	-2.708876e-002	1.779300e-002	7.588825e-005	3.981078e-005	3.329784e-005	8.046863e-005	-1.250379e-005
6.942003332479506e-006	-3.195385e-002	1.789088e-002	7.451481e-005	3.840518e-005	3.329899e-005	7.948682e-005	-1.456407e-005
6.955065148100511e-006	-3.354326e-002	1.792363e-002	7.406008e-005	3.795906e-005	3.329937e-005	7.916430e-005	-1.534725e-005
